Producto_ID,NombreProducto
34355,Tostachos Queso 70g BAR 34355
34370,Duo MGNuez 34g mas MGLin32g Tira MTA BIM 34370
34373,Bollos Carls Jr 5in 1350g MTA SL 34373
34389,Kranky Barra Choc Arroz Inflado 38g RIC 34389
34403,Tartina Zarzamora 2p 26g TR 34403
34425,Pachoncitos Degustacion 70g TR 34425
34426,Duo MGNuez 34g mas MGLin32g BIM 34426
34427,Duo MGNuez 34g mas MGLin32g MTA BIM 34427
34429,Doraditas 110g Prom TR 34429
34430,Doraditas 110g Prom MTA TR 34430
34433,Tortilla Harina Mty 12p 258g MTA DH 34433
34439,Fruttimania Durazno Princesas 8g RIC 34439
34440,Fruttimania Durazno Toy Story 8g RIC 34440
34452,Pan Blanco Mi Marca 567g MTA MP 34452
34468,Pan Deli Avena 6p 440g BIM 34468
34469,Pan Deli Avena 6p 440g MTA BIM 34469
34486,Duo Polvoron 130g Prom TR 34486
34487,Duo Polvoron 130g Prom MTA TR 34487
34495,Flow Pack Surtido Fina Variedad 200g GBI 34495
34542,Sponch Fresa 6p 90g MTB MLA 34542
34546,Chocotorro Fresa 1p 50g TAB MLA 34546
34547,Suavicremas Fresa 158g MLA 34547
34548,Suavicremas Fresa 158g MTA MLA 34548
34550,Suavicremas Vainilla 158g MLA 34550
34551,Suavicremas Vainilla 158g MTA MLA 34551
34553,Suavicremas Chocolate 158g MLA 34553
34554,Suavicremas Chocolate 158g MTA MLA 34554
34577,Barra Silueta Fresa 20p 440g Cj CU BIM 34577
34585,Hamburguesa Clasica 145g CU LON 34585
34616,Duo Gansito mas Dalmata 105g SP MLA 34616
34617,Duo Gansito mas Dalmata 105g SP MTB MLA 34617
34618,Duo Gansito mas Dalmata 105g SP TAB MLA 34618
34627,Galleta Integ Avena Nuez DIF Gto 30g MLA 34627
34643,Burrito Vaporero Mole 90g CU LON 34643
34644,Burrito Vapo Carne Deshebrada 90g CU LON 34644
34645,Burrito Vaporero Chicharron 90g CU LON 34645
34646,Burrito Vaporero FrijolChorizo90gCU LON 34646
34647,Burrito Vaporero Barbacoa 90g CU LON 34647
34665,Paneton 900g CU BIM 34665
34666,Pan Blanco Natures Best 4p 680g CU BIM 34666
34670,Salmas Dispenser 20p 360g TBE SAN 34670
34682,Pastisetas 6p 75g Cj SUA 34682
34683,Pastisetas 6p 75g Cj MTA SUA 34683
34702,Duo Chocotorro mas Dalmata 105g MLA 34702
34703,Duo Chocotorro mas Dalmata 105g MTB MLA 34703
34704,Duo Chocotorro mas Dalmata 105g TAB MLA 34704
34737,Tartinas Zarzamora 8p 104g SP CU TR 34737
34738,Tartinas Zarzamora 8p 104g SP MTB TR 34738
34747,Tostada Clasica 240g DIF CJM SAN 34747
34768,Raztachoc Vainilla 5p 40g Tira BIM 34768
34769,Raztachoc Vainilla 5p 40g Tira MTA BIM 34769
34770,Raztachoc Vainilla 5p 40g Tira TAB BIM 34770
34775,Roles Canela 3p 180g Det Prom BIM 34775
34776,Roles Glass 3p 202g Det Prom BIM 34776
34781,Blister StarGum Yerbabuena Intens 8g SKD 34781
34782,Blister StarGum Fresa 8g SKD 34782
34783,Blister StarGum Menta Intensa 8g SKD 34783
34785,Pan Integral 480g TNB BIM 34785
34786,Pan Integral 680g TNB BIM 34786
34787,Pan Integral Gde 2pq 1360g TNB BIM 34787
34793,Bimbollos con Ajn 18p 1440g TNB BIM 34793
34794,Super Bollos 5in 8p 540g TNB WON 34794
34801,Pan Blanco Silueta 500g TNB BIM 34801
34802,Pan Multigrano Linaza 540g TNB BIM 34802
34850,Bimbollos Ext sAjonjoli 6p 480g TNB BIM 34850
34851,Medias Noches 16p 680g TNB BIM 34851
34854,Duo Pan Integral MM 960g TNB BIM 34854
34865,Pan Blanco 680g TNB BIM 34865
34866,Pan Blanco 567g TNB SUN 34866
34867,Pan Blanco 2pq 1360g TNB BIM 34867
34868,Rebanada Sandwich MP 2p 55g BIM 34868
34869,Rebanada Sandwich MP 2p 55g MTA BIM 34869
34876,Bollos Jumbo 6p 480g TNB SUN 34876
34885,Barra Silueta 8p 22g Tira MTA BIM 34885
34888,Duo Silueta 44g BIM 34888
34889,Duo Silueta 44g MTA BIM 34889
34891,Tostada Kodyz 20p 350g TNB KOD 34891
34892,Tostada Ond Roja Tubo 30p 360g TNB MR 34892
34893,Duo Pan Bco Silueta MM 1000g TNB BIM 34893
34894,Duo Pan Multigrano Lin MM 1080g TNB BIM 34894
34901,Duo Pan Blanco MM 920g TNB BIM 34901
34904,Principe Crunch KC 8p 360g CU MLA 34904
34909,Marias a Granel 3 8Kg LAR 34909
34913,Totopos Redondo 350g TNB MR 34913
34914,Totopos 280g TNB DH 34914
34915,Bimbunuelos 12p 198g MTB ME BIM 34915
34916,Bimbunuelos 12p 198g ME BIM 34916
34917,Galleta Hna Int cFrutSabNja DIF 50g GBI 34917
34933,Tostado 2pq 420g TNB BIM 34933
34935,Cajilla Molido Crujiente 1925g CU BIM 34935
34936,Barra Cereal y Fruta Sab Mzn 50g DIF BIM 34936
34937,Bar Cereal y Fruta Sab Mango 50g DIF BIM 34937
34938,Donas Azucar Tubo 10p 158g MTB BIM 34938
34939,Donas Azucar Tubo 10p 158g TAB BIM 34939
34943,Barritas Fresa 67g Prom CU MLA 34943
34944,Barritas Pina 67g Prom CU MLA 34944
34945,Barritas Fresa Salvado 67g Prom CU MLA 34945
34958,Bolsa Mini Rocko Consumos 13g CU MLA 34958
34959,Mini Rocko Vitrolero 45p 13g CU MLA 34959
34973,Barritas Bisabor 20p 1340g CU MLA 34973
34983,Tortilla Hna 100pct Int 10p 275g TR 34983
34984,Tortilla Hna 100pct Int 10p 275g MTA TR 34984
34992,Conchas Vainilla 3p 180g Prom BIM 34992
34993,Conchas Vainilla 3p 180g Prom MTA BIM 34993
35005,Duo Gansito y Mini Gansito 75g MLA 35005
35011,Orejitas con Canela 120g CU GBI 35011
35014,Lata Danesas Snoopy 150g GBI 35014
35015,Lata Danesas Snoopy 400g GBI 35015
35024,Canelitas 90g CU MLA 35024
35025,Polvoron 6p 113g CU MLA 35025
35026,Galleta Animalito Molida 5Kg LAR 35026
35031,Kranky 44g RIC 35031
35051,Tri Pack Gansito 150g SP MLA 35051
35052,Tri Pack Gansito 150g SP MTB MLA 35052
35053,Tri Pack Gansito 150g SP TAB MLA 35053
35054,Molido Bolsa 210g Prom WON 35054
35072,Besos de Nuez 120g Tira CU GBI 35072
35074,Tortillas de Maiz RM 800g Prom MR 35074
35079,Cuernitos Rebanado McD 4000g TR 35079
35092,Duo Galleta Gansito 124g MLA 35092
35093,Duo Galleta Gansito 124g MTA MLA 35093
35095,Salmas 18g CU SAN 35095
35097,Bollo Random Wendys 12p 870g MTA BIM 35097
35103,Deliciosas Vainilla 75g LAR 35103
35104,Deliciosas Vainilla 75g MTA LAR 35104
35105,Deliciosas Vainilla 75g TAB LAR 35105
35106,Deliciosas Vainilla 75g SP LAR 35106
35107,Deliciosas Vainilla 75g SP MTA LAR 35107
35108,Deliciosas Vainilla 75g SP TAB LAR 35108
35109,Deliciosas Vainilla 180g LAR 35109
35110,Deliciosas Vainilla 180g MTA LAR 35110
35111,Deliciosas Vainilla 180g TAB LAR 35111
35112,Deliciosas Vainilla 180g SP LAR 35112
35113,Deliciosas Vainilla 180g SP MTA LAR 35113
35114,Deliciosas Vainilla 180g SP TAB LAR 35114
35115,Deliciosas Vainilla 300g LAR 35115
35116,Deliciosas Vainilla 300g MTA LAR 35116
35117,Deliciosas Vainilla 300g TAB LAR 35117
35118,Deliciosas Vainilla 300g SP LAR 35118
35119,Deliciosas Vainilla 300g SP MTA LAR 35119
35120,Deliciosas Vainilla 300g SP TAB LAR 35120
35121,Deliciosas Chocolate 180g LAR 35121
35122,Deliciosas Chocolate 180g MTA LAR 35122
35123,Deliciosas Chocolate 180g TAB LAR 35123
35124,Deliciosas Chocolate 180g SP LAR 35124
35125,Deliciosas Chocolate 180g SP MTA LAR 35125
35127,Deliciosas Chochitos 180g LAR 35127
35128,Deliciosas Chochitos 180g MTB LAR 35128
35129,Deliciosas Chochitos 180g CU LAR 35129
35130,Deliciosas Chochitos 180g SP LAR 35130
35131,Deliciosas Chochitos 180g SP MTB LAR 35131
35132,Deliciosas Chochitos 180g SP CU LAR 35132
35141,Super Pan Blanco Ajonjoli 567g WON 35141
35142,Super Pan Blanco Ajonjoli 567g MTA WON 35142
35143,Super Pan Blanco Ajonjoli 567g TAB WON 35143
35144,Wonder 100pct con Ajonjoli 567g WON 35144
35145,Wonder 100pct con Ajonjoli 567g MTA WON 35145
35146,Wonder 100pct con Ajonjoli 567g TAB WON 35146
35147,Wonder 100pct grande 567g WON 35147
35148,Wonder 100pct grande 567g MTA WON 35148
35149,Wonder 100pct grande 567g TAB WON 35149
35150,Barra Uva Pasa Arandano Fres 50g DIF BIM 35150
35171,Galleta Int Amarant sab Nuez 30g DIF GBI 35171
35176,Conchas 2p 120g Prom TR 35176
35177,Conchas 2p 120g Prom MTB TR 35177
35179,Tartinas Zarzamora 8p 104g Prom TR 35179
35180,Tartinas Zarzamora 8p 104g Prom MTB TR 35180
35182,Tartinas Fresa 8p 104g Prom TR 35182
35183,Tartinas Fresa 8p 104g Prom MTB TR 35183
35185,Tartinas Pina 8p 104g Prom TR 35185
35186,Tartinas Pina 8p 104g Prom MTB TR 35186
35191,Duo Bran Fresa Pina 96g BIM 35191
35198,Duo Bran Fresa Pina 96g MTA BIM 35198
35212,Panq Gota Choc 3p 210g Det Prom BIM 35212
35213,Panq Gota Choc 3p 210g Det Prom MTB BIM 35213
35214,Bimbunuelos 12p 198g TAB ME BIM 35214
35215,Roles Canela 3p 180g Det Prom MTB BIM 35215
35217,Roles Glass 3p 202g Det Prom MTB BIM 35217
35219,Lata Surtido Danesa Rosas 340g GBI 35219
35222,Lata Corazon Besos Nuez Rosas 378g GBI 35222
35226,Pallet Canelitas KC 720g MLA 35226
35227,Bolsita Surtido Rico 160g CU GBI 35227
35228,Orejitas con Canela 110g Tira CU GBI 35228
35232,Super Pan Bco Ajonjoli 680g WON 35232
35233,Super Pan Bco Ajonjoli 680g MTA WON 35233
35235,Wonder 100pct gde 680g MTA WON 35235
35240,Mi Pinguino 20p 600g Cj MLA 35240
35241,Mi Pinguino 20p 600g Cj MTA MLA 35241
35242,Mi Pinguino 20p 600g Cj TAB MLA 35242
35243,Mi Gansito 20p 500g Cj MLA 35243
35244,Mi Gansito 20p 500g Cj MTA MLA 35244
35245,Mi Gansito 20p 500g Cj TAB MLA 35245
35246,Mi Chocorol 20p 600g Cj MLA 35246
35247,Mi Chocorol 20p 600g Cj MTA MLA 35247
35248,Mi Chocorol 20p 600g Cj TAB MLA 35248
35249,Besos de Nuez 120g CU GBI 35249
35272,Combo Tost ClasRoseta Maiz 264g CJM SAN 35272
35293,Bimbollos 8p 450g Prom TNB BIM 35293
35294,Bimbollos Extra 6p 480g Prom TNB BIM 35294
35295,Tostado Resellable 210g CU BIM 35295
35301,Bimbollos Extra FS 6p 480g Prom MTA BIM 35301
35303,Barritas Fresa 75g Prom MLA 35303
35304,Barritas Fresa 75g Prom CR2 MLA 35304
35305,Barritas Fresa 75g Prom MTB MLA 35305
35306,Barritas Fresa 75g Prom TAB MLA 35306
35307,Barritas Pina 75g Prom MLA 35307
35308,Barritas Pina 75g Prom CR2 MLA 35308
35309,Barritas Pina 75g Prom MTB MLA 35309
35310,Barritas Pina 75g Prom TAB MLA 35310
35371,Penafiel Fresa 355ml AV 35371
35385,Bollo Troquelado BK 30p 2450g SL 35385
35401,Hot Dog Mrs Bairds 8p 340g MTA BIM 35401
35403,Mini Galleta ABC sab Canela 30g DIF GBI 35403
35406,Two Pack Classicas AvellanaFsa 800g GBI 35406
35412,Tartinas Fresa 4p 52g TR 35412
35413,Tartinas Fresa 4p 52g MTA TR 35413
35424,Sponch 960g MLA 35424
35425,Bollos BK 4in 6p 345g MTA SL 35425
35426,Medias Noches BK 6p 470g MTA SL 35426
35427,DuoBarrita Fsa GalletaGansito137g MLA 35427
35428,DuoBarrita Fsa GalletaGansito137gMTA MLA 35428
35429,Duo Barrita Fsa Barrita Pna 110g MLA 35429
35430,Duo Barrita Fsa Barrita Pna 110g MTA MLA 35430
35434,Duo Canelitas 2pq 60g CU MLA 35434
35438,Tortilla Hna RB 10p 260g Prom 2p DH 35438
35439,Barritas Fresa Salvado KC 8p 300g CU MLA 35439
35440,Pan Tostado Tradicional 270g CU BIM 35440
35441,Pan Tostado con Fibra 270g CU BIM 35441
35442,Pan Tost Silueta 8 Cereales 250g CU BIM 35442
35443,Pan para la Comida 20p 225g CU BIM 35443
35444,Pan Tostado Tradicional Indi 180g CU BIM 35444
35445,Barri Frut Fresa 12p 37g Dpy CU BIM 35445
35452,Chocotorro Fresa 1p 50g SP MLA 35452
35453,Chocotorro Fresa 1p 50g SP MTB MLA 35453
35454,Chocotorro Fresa 1p 50g SP TAB MLA 35454
35455,Dalmata 1p 55g SP MLA 35455
35456,Dalmata 1p 55g SP MTB MLA 35456
35457,Dalmata 1p 55g SP TAB MLA 35457
35469,Roles Canela Glaseados 4p 272g BIM 35469
35473,Medias Noches 2p gts 340g Prom MTA BIM 35473
35484,Choco Roles 2p 80g CC MTA MLA 35484
35499,Bagel Thins Natural 369g CU THO 35499
35501,English Muffins Gran Entero 340g CU THO 35501
35510,Costalito Surtido Rico 800g GBI 35510
35516,Canapinas 95g SP MTA LAR 35516
35517,Canapinas 95g SP TAB LAR 35517
35524,Galletas 2a Seleccion 1000g GBI 35524
35525,Triki Trakes KC 417g CU MLA 35525
35526,Principe KC 392g CU MLA 35526
35527,Polvorones KC 605g CU MLA 35527
35539,Choco Roles Fresa 2p 67g CC MTA MLA 35539
35557,Duo Barrita FsaPna 110g Prom MLA 35557
35558,Duo Barrita FsaPna 110g Prom MTA MLA 35558
35561,Duo Barrita FsaPna 110g Prom TAB MLA 35561
35563,Bimbollos Extra FS 6p 480g TNB BIM 35563
35564,Medias Noches FS 8p 340g TNB BIM 35564
35565,Medias Noches Conveniencia 290g TNB BIM 35565
35567,Bollos sin Ajon 6p 480g TNB BIM 35567
35569,Bollos Extra Ajn 12p 960g TNB BIM 35569
35570,Pan Blanco Mi Marca 567g TNB MP 35570
35571,Pan Integral 675g TNB BIM 35571
35572,Tostado Doble Fibra 250g TNB BIM 35572
35575,Bolsita Surtido Rico 100g GBI 35575
35576,Duo Barrita Fsa Barrita Pna 110g TAB MLA 35576
35578,Medias Noches 8p 340g Prom Music BIM 35578
35587,Exhib Galletas 2 de 45 CU 60g CU MLA 35587
35595,Super Pan Blanco 740g Prom BIM 35595
35598,Tostada Ondulada Tubo 20p 240g TNB MR 35598
35599,Tostada Roja 50p 585g TNB DH 35599
35602,Duo Gansito mas Doble Choc 102g MTB MLA 35602
35604,Duo Gansito mas Chocotorro 100g MLA 35604
35605,Duo Gansito mas Chocotorro 100g MTB MLA 35605
35614,Totopo Chilaquiles 280g TNB MR 35614
35618,Exhibidor PDQ Bran Frut BIM 35618
35622,Canelitas Tentacion 8p 86g Tira MTA MLA 35622
35625,Galletas Panditas 3p 33g MLA 35625
35626,Galletas Panditas 3p 33g MTA MLA 35626
35631,ActiFresh Menta 6p 27g RIC 35631
35632,ActiFresh Yerbabuena 6p 27g RIC 35632
35633,Duo Tartinas Fresa Zarzamora 104g TR 35633
35634,Duo Tartinas Fresa Zarzamora 104g MTA TR 35634
35635,Deliciosas Betunadas 180g SP CU LAR 35635
35644,Barras Bimbo Mix 21p 924g CU BIM 35644
35651,Madalenas 3p 93g BIM 35651
35660,Medias Noche 10p 430g Prom Music MTA BIM 35660
35689,Deliciosas Chocochispas 80g MTA LAR 35689
35691,Deliciosas Chocochispas 80g SP LAR 35691
35693,Deliciosas Chocochispas 80g SP MTA LAR 35693
35694,Deliciosas Chocochispas 170g LAR 35694
35695,Deliciosas Chocochispas 170g MTA LAR 35695
35697,Deliciosas Chocochispas 170g SP LAR 35697
35698,Deliciosas Chocochispas 170g SP MTA LAR 35698
35700,Deliciosas Chocochispas 280g LAR 35700
35701,Deliciosas Chocochispas 280g MTA LAR 35701
35703,Deliciosas Chocochispas 280g SP LAR 35703
35704,Deliciosas Chocochispas 280g SP MTA LAR 35704
35711,Triki Intenso 8p 80g MTA MLA 35711
35713,Super Hotdog Fast Food BK 12p 650g WON 35713
35714,Galleta Integral Avena DIF 30g GBI 35714
35722,Tortillinas 15p 390g TR 35722
35724,Duo Bran Fresa Pina 96g SP BIM 35724
35725,Duo Bran Fresa Pina 96g SP MTA BIM 35725
35727,Tortillina 50pct menos Grasa 328g TR 35727
35728,Tortillina 50pct menos Grasa 328g MTB TR 35728
35729,Tortillina 50pct menos Grasa 328g TAB TR 35729
35737,Tostada Maiz Horneadas mas Sals 220g SAN 35737
35738,Tostada Maiz Horneadas mas Sals 200g SAN 35738
35739,Figatza 1 Metro 590g BIM 35739
35740,Figatza 1 Metro 590g MTA BIM 35740
35744,Panques 3p 765g Prom BIM 35744
35753,Galletas Panditas 3p 33g Tira CU MLA 35753
35754,Galletas Panditas 3p 33g Tira MLA 35754
35756,Galletas Panditas 3p 33g Tira MTA MLA 35756
35761,Deliciosas Chochitos 180g Prom MTA LAR 35761
35763,Deliciosas Chochitos 180g Prom LAR 35763
35766,Besos Surtido 4p 1500g CU GBI 35766
35783,Triki Intenso 8p 80g MLA 35783
35784,Triki Intenso 80g Tira MLA 35784
35785,Triki Intenso 80g Tira MTA MLA 35785
35792,Lata Surtido Rico Navidad 500g GBI 35792
35793,Lata Danesa Regalos 300g GV 35793
35801,Bran Frut con Avena 48g BIM 35801
35802,Bran Frut con Avena 48g MTA BIM 35802
35803,Bran Frut con Avena 48g TAB BIM 35803
35805,Relle Sandwich Fresa 71g CU LON 35805
35807,Tostachos Monchis 75g BAR 35807
35821,Bran Frut con Avena 32g CU BIM 35821
35822,Duo BranFrut Fsa mas 3 Avena 93g BIM 35822
35825,Pachoncitos Degustacion 70g TR 35825
35826,Pachoncitos Degustacion 70g MTA TR 35826
35827,Pachoncitos Degustacion 70g TAB TR 35827
35828,Medias Noches 12p 510g TNB BIM 35828
35829,Medias Noches Inst 700g TNB BIM 35829
35830,Bimbollos Parrilleros 780g 8p TNB BIM 35830
35831,Tortilla Harina 19p 520g MTA DH 35831
35832,Barritas Pina Salvado 75g MLA 35832
35833,Barritas Pina Salvado 75g MTB MLA 35833
35840,Triki Intenso 8p 80g CU MLA 35840
35841,Triki Intenso 80g Tira CU MLA 35841
35842,Super Hot Dogs 8p 435g TNB WON 35842
35843,Wonder 100pct Ajonjoli 680g SP TNB WON 35843
35851,Pan Multigrano 540g TNB BIM 35851
35852,Pan Blanco Pullman 680g TNB BIM 35852
35860,Duo BranFrut Fsa mas 3 Avena 93g MTA BIM 35860
35862,Triki Intenso 20g Cj CU MLA 35862
35864,Cachitos 8p 480g MTA BIM 35864
35895,Bimkingo Deli 150g CU LON 35895
35896,Bimkingo Deli 150g MTA LON 35896
35897,Sandwich Clasico Deli 169g CU LON 35897
35898,Sandwich Clasico Deli 169g MTA LON 35898
35900,Canelitas Tentacion 8p 86g MTA MLA 35900
35906,Nacho Fiesta 300g TNB MR 35906
35921,Costalito Surtido Rico 1000g GBI 35921
35924,Tiras para Sopa 300g MR 35924
35928,Madalena 1p 31g BIM 35928
35933,Polvoroncitos Caseros KC 24p 390g CU TR 35933
35935,Tartinas Fresa KC 30p 390g TR 35935
35936,Tartinas Fresa KC 30p 390g CU TR 35936
35937,Tartinas Fresa KC 30p 390g MTA TR 35937
35955,Tortilla Harina 8p 220g SP DH 35955
35967,Galleta Confeti 5p 65g Tira TR 35967
35968,Galleta Confeti 5p 65g Tira MTB TR 35968
35969,Bran Frut Avena 9p 48g Dpy BIM 35969
35972,Triki Trakes Nuevo KC 600g MLA 35972
35973,Suavicremas Chocolate Nuevo KC 480g MLA 35973
35974,Suavicremas Fresa Nuevo KC 480g MLA 35974
35975,Suavicremas Vainilla Nuevo KC 480g MLA 35975
35976,Barritas Fresa KC 12p 900g MLA 35976
35977,Barritas Pina KC 12p 900g MLA 35977
35979,Almohada del Osito Bimbo BIM 35979
35987,Pallet Lta SnValentin Beso Nuez 420g GBI 35987
35989,Hotcakes Congelado 99g CU LON 35989
35990,Hotcakes Refrigerado 99g CU LON 35990
35999,Galleton Chocolate 57g Tira TR 35999
36000,Galleton Chocolate 57g Tira MTB TR 36000
36001,Galleta Almenuez 57g Tira TR 36001
36002,Galleta Almenuez 57g Tira MTB TR 36002
36003,Galleta Arandaleta 57g Tira TR 36003
36004,Galleta Arandaleta 57g Tira MTB TR 36004
36005,Galleta Cereleta 57g Tira TR 36005
36006,Galleta Cereleta 57g Tira MTB TR 36006
36008,Classicas 6p 33g Cj CU GBI 36008
36010,Duo PanditaGalleta Pandita 76g MTA MLA 36010
36014,Karameladas 27g BAR 36014
36023,Pastilla Alka Sabor Cereza 30 6g CU MP 36023
36024,Pastilla Alka Sabor Miel 30 6g CU MP 36024
36034,Cajilla Galletas 6p 800g CU GBI 36034
36035,Lata Cora I Love You Besos Nuez 200g GBI 36035
36036,Lata Corazon Colores Besos Nuez 200g GBI 36036
36038,Lata Cuad I Love You Besos Nuez 200g GBI 36038
36041,Clasicas de Regalo Sabor Chocol 216g GBI 36041
36042,Clasicas de Regalo Sab Fresa 216g GBI 36042
36052,DuoBarr Fsa GallGansito Det 137g MTA MLA 36052
36057,Barritas Pina Salvado 6p 75g Cj MLA 36057
36058,Barritas Pina Salvado 6p 75g Cj MTA MLA 36058
36060,Bombonete 55g MLA 36060
36078,Mix Snacks 1368g MLA 36078
36089,Pan Blanco 24 Rebanadas 567g TRI 36089
36090,Ice Shot Menta Sandia 14g RIC 36090
36091,Ice Shot Yerbabuena 14g RIC 36091
36092,Tortillas Mty 10p 270g MTA DH 36092
36093,Div Tira Mini Doradita 3p 45g SP MTB TR 36093
36096,Tuinky Chocolate 1p 38g MLA 36096
36098,Duo Suavicremas 316g MTA MLA 36098
36117,Pan Deli Avena Muestreo 73g MTB BIM 36117
36118,Sandwich Clasico Jamon Queso Det 87g LON 36118
36123,Duo Saladas 175g CU LAR 36123
36128,Mini Gansito Pack 3p 75g MTB MLA 36128
36130,Div Tira Mini Doradita 3p 45g SP TR 36130
36131,Tri Pack Bran Frut Avena 96g BIM 36131
36141,Pan Blanco Freihofers 28Reb MTA BIM 36141
36143,Pan Blanco Freihofers 28Reb TNB BIM 36143
36145,Pan Blanco Mrs Bairds 28Reb MTA BIM 36145
36147,Pan Blanco Mrs Bairds 28Reb TNB BIM 36147
36151,Pan Blanco Stroehmann 28Reb TNB BIM 36151
36153,Pan Blanco Rainbo 28Reb MTA BIM 36153
36155,Pan Blanco Rainbo 28Reb TNB BIM 36155
36158,Tuinky Chocolate 1p 38g Tira MLA 36158
36159,Tuinky Chocolate 1p 38g Tira MTA MLA 36159
36164,Pan Blanco 24 Rebanadas 567g MTA TRI 36164
36166,Pan Blanco 24 Rebanadas 567g TNB TRI 36166
36169,Pack Galleta Leche Gansito 262g CU MLA 36169
36175,Barritas FresaPina Cj Exhib 5400g MLA 36175
36184,Duo Suavicremas Vainilla 316g CU MLA 36184
36189,Sponch 12p 540g CU MLA 36189
36191,Mini Rocko Bolsa 40p 520g SP CU MLA 36191
36192,Div Tira Mini Doradita 3p 45g SP TAB TR 36192
36193,Totopos Prueba 280g DH 36193
36194,Pan Tostado Tradicional 180g CU BIM 36194
36195,Duo Mini GansitoNapolitano 95g MLA 36195
36196,Duo Mini GansitoNapolitano 95g MTA MLA 36196
36198,Polvoroncitos Panera 40p 16 25g MTA TR 36198
36204,Lata Cuadrada ILoveyou 200g CU GBI 36204
36209,Lata Cuadrad Mix Sn Valentin 200g CU GBI 36209
36212,Tortilla de Maiz 800g MQ MR 36212
36223,TuinKids Naranja 2p 50g MLA 36223
36224,TuinKids Naranja 2p 50g MTA MLA 36224
36227,Lat Redonda BesNuez Britto Mama 200g GBI 36227
36233,Lata Redonda Mixta Generico 200g GBI 36233
36234,Lat Corazon BesNuez Britto Mama 200g GBI 36234
36240,Lata Corazon Mixta 10Mayo Gen 200g GBI 36240
36250,Tostada Ondulada Tubo 32p 384g MR 36250
36255,Barri Pop 25g BIM 36255
36258,Barri Pop 25g Tira BIM 36258
36259,Barri Pop 25g Tira MTA BIM 36259
36261,Twinkies Vainilla 1p 38g Tira MLA 36261
36262,Twinkies Vainilla 1p 38g Tira MTA MLA 36262
36269,Barra CerealFruta sabor Fsa 50g DIF BIM 36269
36270,Colchones 6p 130g Prom BIM 36270
36274,Twinkies Vainilla 2p 76g MLA 36274
36275,Twinkies Vainilla 2p 76g MTB MLA 36275
36277,Exhibidor Sanissimo 2 42Kg CJM SAN 36277
36278,Tortilla Hna 22p 840g Conv MTA DH 36278
36287,Tortillas de Harina 18p 630g MTA DH 36287
36288,Twin Pack Thins Multig 16p 680g ORO 36288
36289,Twin Pack Thins Multig 16p 680g MTA ORO 36289
36290,Tortilla Harina TiMex 10p 339g MTA DH 36290
36291,Galleta Confeti Prueb 5p 65g Tira TR 36291
36292,Galleta Confeti Prueb 5p 65g Tira MTB TR 36292
36298,Suavicremas Fresa 100g MTA MLA 36298
36301,Suavicremas Vainilla 100g MTA MLA 36301
36304,Suavicremas Chocolate 100g MTA MLA 36304
36309,Galleta Almenuez 57g Tira TR 36309
36310,Galleta Almenuez Bajio 57g Tira MTB TR 36310
36318,Pan Deli Avena 4p 293g BIM 36318
36319,Lors MG 10p 98g CR1 MLA 36319
36320,Plativolos MG 10p 92g CR1 MLA 36320
36321,Polvoron MG 6p 113g CR1 MLA 36321
36322,Principe MG 10p 106g Prom CR1 MLA 36322
36323,Principe Cho Bco MG 10p110g Prom CR1 MLA 36323
36324,Sponch MG 8p 120g CR1 MLA 36324
36325,Suavicremas Chocolate MG 158g CR2 MLA 36325
36327,Canelitas MG 90g CR1 MLA 36327
36328,Rocko Tira MG 10p 44g CR2 MLA 36328
36329,Saladas MG 175g CR2 LAR 36329
36332,Deliciosas Chochitos MG 180g CR2 LAR 36332
36333,Principe MG Crunch 8p 60g CR1 MLA 36333
36334,Triki Trakes MG 8p 69g CR1 MLA 36334
36335,Polvorones Tubo MG 18p 250g CR1 MLA 36335
36336,Principe Tubo MG 14p 152g CR1 MLA 36336
36337,Triki Trakes Tubo MG 20p 174g CR1 MLA 36337
36338,Canelitas Tubo MG 33p 180g CR1 MLA 36338
36339,Lors Tubo MG 167g CR1 MLA 36339
36340,Plativolos Tubo MG 18p 144g CR2 MLA 36340
36341,Tubo Galleta Gansito MG 8p 215g CR2 MLA 36341
36342,Suavicremas Vainilla MG 158g CR2 MLA 36342
36343,Suavicremas Fresa MG 158g CR2 MLA 36343
36344,Tripack Mini Submarinos Fsa 75g MLA 36344
36345,Tripack Mini Submarinos Fsa 75g MTA MLA 36345
36346,Tripack Mini Submarinos Fsa 75g TAB MLA 36346
36396,Sand Clasico Jamon Qso Cong 87g CU LON 36396
36398,Sand Clasico Multigrano Cong 91g CU LON 36398
36400,Sand Clasico Dob Fibra Cong 98g CU LON 36400
36402,Duo Bigotes y Mini Doraditas 95g TR 36402
36403,Duo Bigotes y Mini Doraditas 95g MTA TR 36403
36408,Nuevo Napi 5p 50g Tira MTA MLA 36408
36410,Tortilla Consumos 24p 577g TR 36410
36413,Mantecadas Mix 8p 250g ME MTA BIM 36413
36430,Bollo Parrillero 6p 585g MTA BIM 36430
36439,Cuernito Jamon y Queso LT 80g MTA LON 36439
36440,Sand Clasico Jamon Qso LT 87g MTA LON 36440
36441,Sand Clasico Dob Fibra LT 98g MTA LON 36441
36442,Sand Clasico Multigrano LT 91g MTA LON 36442
36448,Sponch 960g MLA 36448
36453,Barri Pop 25g MP BIM 36453
36456,Barri Pop 25g MP Tira BIM 36456
